customer_id,full_name,dob,nationality,id_type,id_number,type
C613217,Nikolaiy Zhukov,1952-06,UA,,,individual
C583557,Peterson Vicky J.,1991-05-25,FR,,,individual
C411137,Darja Kravtschenko,1972-02-13,KZ,,,individual
C116432,Sheren Ghasemy,1966-09-04,IR,,,individual
C993342,Tolya,1966-06-13,AE,,,individual
C918231,Boris Bykov,1994,RU,,,individual
C608314,Ehsan Ahmadie,1965,AF,passport,AF82947430,individual
C144627,"As-Saba, Adnen",1955-05-03,YE,,,individual
C532565,Svetlana Vladimirovna Andreeva,1994,UA,,,individual
C599787,Bosphorus Metals OAO,,DE,,,entity
C351275,Ivan Chichkin,,BY,,,individual
C952464,Valentina Andreeva,,BY,,,individual
C688823,Robert A. Larson,1950-12-06,CA,,,individual
C512007,Parvez Kermanie,1974-09-27,IR,,,individual
C841073,Hudah ElRashed,1966-05-26,JO,passport,JO94667423,individual
C940401,The Atlas Investments FZ-LLC,,IR,,,entity
C851929,Timur Kozlov,1999-09-23,UA,,,individual
C707134,Zaynab AlKhateb,1993,AE,,,individual
C645281,Hamzah AlZahranie,1955-08-02,AE,,,individual
C874873,Ted M. de la Cruz,1958-08-05,AU,,,individual
C466179,Dottie van den Berg,1982-03-03,US,,,individual
C385161,"Hashemmi, Behrouz",1960-11-12,AF,,,individual
C606629,Anthony M. Dubois,1962-11-05,GB,,,individual
C934360,"Crystal Agro, G.m.b.H.",,AU,,,entity
C264586,Joseph A. Peterson,,BR,,,individual
C138673,Bidjen Sallihi,1967-08-17,AF,,,individual
C485638,Pat J. Kowalski,1984-08-03,MX,,,individual
C873559,Aischa ben Adnen el-Amen,1983-05-20,JO,passport,JO17171884,individual
C688151,Nasren Ghasemie,1964-03-02,AF,,,individual
C859629,Hammed Mousavie,1997-06-13,IR,,,individual
C517398,Javed Hashemi,2000,AF,,,individual
C519960,Abd Al Kareem Al Masrie,1993-04-23,IQ,,,individual
C571100,"Berg, Nicholas J. van den",1978-04-18,GB,,,individual
C412324,Hasen ibn Sammi Bakr,1952-06-18,SY,,,individual
C674278,Maxim Belousov,1966-06-15,RU,,,individual
C375636,Olsen Charlie J.,,CA,,,individual
C368838,Delta Queen IV Express,,PA,,,vessel
C813566,The Pamir Investments PJSC,,LB,,,entity
C986947,Lady Fortune III,,MH,,,vessel
C242623,HUANG ELECTRONICS OAO,,YE,,,entity
C655787,The Deng Steel Inc.,,FR,,,entity
C657273,Petersen Andy A.,1989-03-02,BR,,,individual
C333242,"Donald, Patricia Mac",1982-06,AU,,,individual
C502676,Sammi Nasir,1959-12-27,EG,,,individual
C378924,Anwar ElDouri,,EG,,,individual
C768670,Bakr Faysal,,EG,,,individual
C131302,Christopher Smith-Jones,1985,AU,,,individual
C142703,Ali Haded,1988-10-11,YE,,,individual
C283835,Barb J. Bianci,1951-12-26,AU,,,individual
C113115,Ferreyra Dot M.,1990-04-20,CA,,,individual
C406793,Darja Petrowna Makarowa,,UA,,,individual
C219471,Peter M. Vanderberg,1978-04,CA,,,individual
C740291,Hamdane Faissale,,EG,,,individual
C652463,Pavel Popoff,1988-04-04,KZ,,,individual
C228176,Guo Group,,BY,registration,REG-442107,entity
C953794,"Bykova, Oxana",1991-07,KZ,,,individual
C373295,Sam J. Rodrigues,,CA,,,individual
C609969,Nasren Tabrezi,1954-07-09,IR,,,individual
C903932,"Nazari, Siavasch",,AF,,,individual
C462215,Cavih Tabrezi,1953-07-24,IR,,,individual
C413432,Farhed Rostammi,1997,AF,,,individual
C689856,Mahmoud Shaheen,1966-07-19,JO,,,individual
C751564,Fred Smith-Jones,1997-03-28,DE,,,individual
C460539,Dariusch Dschafari,2000-06,AF,,,individual
C586672,Rahmani Shahram,,AF,,,individual
C144187,Nilloufar Karimmi,1975-02-06,IR,,,individual
C885975,Golnaze Ahmadi,1957-09-11,AF,,,individual
C417817,Ameer Rahmani,1990-06-10,AF,,,individual
C954564,Rami bin Talal Hamden,1998-12-21,EG,,,individual
C304378,Liam Da Silva,1965-01-13,AU,,,individual
C613010,Hammeed bin Ahmed Salmen,1950-10-22,SY,,,individual
C858658,Nicholas Novak,,GB,,,individual
C834402,Behrouz Kareemi,1977-07-07,IR,,,individual
C139430,Kermani Javed,1970,AF,,,individual
C953387,Hasen AnNagar,1977-02-09,SA,,,individual
C188892,Dorothy J. Bianci,1957-11-02,BR,,,individual
C443639,Rania Zaydi,1966-06-15,LB,,,individual
C556121,Denis Sergeyevich Nikolaev,1951,BY,,,individual
C984536,Valentina Zakharova,1956,RU,,,individual
C783832,Anna Grishina,1979-07-03,UA,,,individual
C156289,Luo Trading,,DE,,,entity
C318890,Edward M. Du Bois,1998-09-28,US,,,individual
C684652,Olga Belousova,1996-07-09,KZ,,,individual
C408185,Nikolaiy Mikhailovich Petrov,1955,RU,,,individual
C116661,Arache Mohamadi,1953,AF,passport,AF69054583,individual
C154419,Susan M. Weiß,1989-01-25,US,,,individual
C973569,Viktorya Yegorova,1970-09-16,UA,,,individual
C688279,"Faris, Kamal",1954-06-15,IQ,,,individual
C505927,Khadeegah Awed,1968-08-15,JO,,,individual
C175034,Qian Textiles FZ-LLC,,JO,,,entity
C681540,Denis Vladimirovich Kovalenko,1968-08-20,JO,,,individual
C251772,Fahd Qaseem,1977-09-23,LB,passport,LB77588972,individual
C966695,Thomas J. Lefèvre,1965-10-27,FR,,,individual
C857900,"Farahani, Rammen",1977-10-02,AF,,,individual
C155140,"Bosphorus Investments, Corp",,SY,,,entity
C385554,Kseniya Belousova,1984-11-27,BY,passport,BY87688855,individual
C388882,Desert Rose II,,RU,imo,IMO9324200,vessel
C499273,Rich A. Andersson,,GB,,,individual
C426468,Sammerah Azez,1981-09-20,AE,,,individual
C261262,Liu Pharma Company,,AU,,,entity
C432301,Anastasya Stepanova,1996,RU,,,individual
C103498,LEVANT,,LB,registration,REG-932143,entity
C543149,Marouen Sallih,1976-03-16,SY,,,individual
C922294,Nikolaiy Shishkin,1983,UA,,,individual
C650560,Kareem ad-Douri,1967-03-11,JO,,,individual
C106209,Zhu Holdings Co.,,SY,,,entity
C311472,Meridian Industries L.L.C.,,BR,,,entity
C148771,Yazdani Laila,1965-10,IR,,,individual
C881463,Natalya Yashina,1970-10-11,KZ,,,individual
C953334,Galina Sergeyevna Bykova,1997-03-02,RU,,,individual
C494799,حمزة منصور,,AE,,,individual
C757565,Mahmoud Naser,1959-11-26,LB,,,individual
C107989,Shahram Ahmadi,1999-11-27,IR,,,individual
C316076,The Colonel,2000-05-08,RU,,,individual
C905934,"Yegorova, Marina Wladimirowna",1953-02-03,UA,,,individual
C896831,Мария Семёнова,,RU,,,individual
C932620,Tabriz Minerals Ltd,,AF,,,entity
C411758,Yekaterina Shishkina,1997,RU,,,individual
C634180,Hishaam Darwesh,1951-02-14,SA,,,individual
C284413,Liu Textiles FZE,,KZ,,,entity
C785484,Meridian Steel S.A.,,KZ,,,entity
C687964,Galina Belousova,1957-10-07,RU,,,individual
C440753,The Amber Investments SA,,IR,,,entity
C299069,Aishah al-Atar,1971-08-08,LB,,,individual
C677526,Parveez Karemmi,1955-04-11,IR,,,individual
C303642,Bijen Rezaai,1986-07-14,AF,passport,AF77793750,individual
C715800,Sammy J. Petersen,1958-04-03,CA,,,individual
C987615,Kamchatka Industries Company,,AF,,,entity
C331523,Fiodor Grishin,1972-10-27,KZ,,,individual
C543447,Nilloufar Mahmoudi,1964-03-20,AF,,,individual
C143358,Mariya Pavlova,1951-04-15,RU,,,individual
C863931,Mortiza Yazdani,1988-12-07,IR,,,individual
C551331,Frederick Schroder,1976-04,DE,,,individual
C423114,Adnene Mansoure,1961,LB,,,individual
C687684,Vessel Andromeda Alpha,,PA,imo,IMO9782194,vessel
C483621,Viktoriya Zaitseva,1958-11-01,UA,,,individual
C170275,"Makarov, Grigory",1986,UA,,,individual
C882259,Sammi bin Ali Zaydi,1988,YE,,,individual
C134214,Nasrene Kermani,1961-11-24,AF,,,individual
C554336,Edward Rodríguez,1960-01-18,MX,passport,MX37750100,individual
C633937,Cai & Partners,,DE,registration,REG-799416,entity
C182240,Yekaterina Petrowa,1975-12-23,BY,,,individual
C731326,Amer Farahani,1999-07-07,AF,,,individual
C127994,Mustafa Zaidy,1952,IR,,,individual
C719443,Leonid Kozlov,1967,BY,,,individual
C956197,Anatoly Bondarenko,,RU,,,individual
C542974,"Bakr, Laylah",1966-12-24,AE,,,individual
C293267,Hosein Kermani,1974,AF,,,individual
C920598,Oleg Michailovich Smirnow,1997-11-10,KZ,,,individual
C154504,Hanen Hamden,1971-03-13,YE,,,individual
C557399,Hamzah ibn Mahmoud As-Sabah,1988-09-05,AE,,,individual
C658789,Ehsen Rezaai,1974-11-09,IR,,,individual
C326335,Timur Makarow,1952-01,UA,,,individual
C501054,Billal Ar-Rashed,1983-07-03,JO,,,individual
C906887,MV Bengal Tiger,,CM,,,vessel
C705893,MT Ocean Titan III,,CM,,,vessel
C433788,Oleg Kravchenko,1966-05-23,UA,,,individual
C419180,Pete M. Hernández,1998-10-18,GB,,,individual
C700516,Anatoly Sergeyevich Zhukov,,RU,passport,RU99173184,individual
C568208,Maxim Tchaikovsky,1996,BY,,,individual
C487288,Schahram Mohammadi,1958-11-08,IR,,,individual
C230864,Kseniya Tzvetkoffa,,UA,,,individual
C884110,Vyacheslav Novikov,1993,KZ,,,individual
C819033,Khaled ArRashed,,LB,,,individual
C938577,"Hadad, Abdulrahmen bin Samy",1972-10-16,LB,,,individual
C101167,MT Eastern Promise One,,MH,,,vessel
C285990,Bachar Zaydi,1976-08-11,JO,,,individual
C197077,Artiom Ivanovich Tsoy,1960-03-24,UA,,,individual
C874802,Fahd Salmen,,LB,,,individual
C418165,Ramen Mohamadi,,AF,,,individual
C374190,Vasily Zhukov,1969-02-12,BY,,,individual
C103791,Tabreezi Farhed,1964,AF,,,individual
C702137,Massoude Zamani,1969-09-02,IR,,,individual
C680234,Schmitt James,1987-09-23,GB,,,individual
C912983,Rammy ibn Tareegh Awed,1984-03-05,AE,,,individual
C981171,Tareek ben Abdolla Bakr,1980-03-26,YE,,,individual
C760823,Nikolay Kovalenko,1994-01,RU,,,individual
C622387,Shahraam Ahmadie,,AF,,,individual
C403166,Walleed Ghanim,1983-06-08,LB,,,individual
C179704,Rammi Al Najar,2000-10-04,LB,,,individual
C322816,Yekaterina Smirnova,1957-07-22,RU,,,individual
C128738,Victoria A. Vanderberg,1989-08-20,CA,,,individual
C865329,Artem Andreeff,1951-05-22,RU,passport,RU10990878,individual
C696219,Khadiga an-Nagar,1986-06-25,AE,,,individual
C838695,Ghassemy Ramen,1976-11-20,AF,,,individual
C787994,Omar Ghanim,1969-01-25,LB,,,individual
C387701,Lyudmila Shishkina,1992-02-12,KZ,,,individual
C543164,Mehdie Farahanie,1953-01-01,SY,,,individual
C931502,"Douri, Mahmoud ibn Mustafa El",1982-03-14,IQ,,,individual
C255963,Morozova Viktorya,1992-12-08,BY,,,individual
C235063,Billale Salmane,2000-09-20,IQ,,,individual
C155399,Unnamed hull,,PA,imo,IMO9631053,vessel
C314333,Laylah ben Kareem Abas,1971-09-12,AE,,,individual
C420588,MV Storm Petrel Star,,PA,imo,IMO9454380,vessel
C485574,Johnny Nowak,1972-01,MX,,,individual
C734666,Vessel Coral Queen,,MH,imo,IMO9542824,vessel
C227504,"Az-Zahrani, Gamal",,IQ,,,individual
C399399,Sameer Hamden,1981-04-09,IQ,,,individual
C980576,Catherine A. Olsen,1981-04-17,MX,,,individual
C152773,Liu Aviation Free Zone Establishment,,JO,,,entity
C689023,Patricia J. Nguyễn,1965-09-16,BR,,,individual
C929608,Farhed Ebraheemmi,1952-03-28,IR,,,individual
C188597,Artiom Popov,,RU,,,individual
C748875,Mohsin Ebrahemi,1996-06,IR,,,individual
C888521,Barbara Nguyễn,,CA,,,individual
C336672,Zagros Import & Export Limited Liability Company,,EG,,,entity
C673406,Thomas Fernández,1985-10-14,DE,,,individual
C639924,Rezah Esfahani,1993-09-27,AF,,,individual
C494237,Saaid Mahmoudie,,AF,,,individual
C153616,Marina Vladimirovna Iachina,,SY,,,individual
C509471,Bakr Abdul Azez,1976-09-04,SA,,,individual
C824116,Darja Wladimirowna Shukowa,1980-05-20,KZ,,,individual
C907054,Amina A.,,YE,passport,YE93472105,individual
C194694,"Kiseliov, Denis",1972-02-18,UA,,,individual
C287584,MV Iron Duke Star,,RU,,,vessel
C353694,Yaser ibn Raschid Azeez,1950-09-07,IQ,,,individual
C997453,Станислав Петрович Шевченко,1977,UA,,,individual
C621017,"Zhukov, Artem",1994-11-01,RU,,,individual
C451900,Saeede ibn Zied Ghanim,1956-07-03,LB,,,individual
C945967,Hameed Kanan,1995-02-22,SY,,,individual
C628469,Farhaad Hashemmi,1987-05-21,AF,,,individual
C776374,Alexey Novikov,1954-08-13,UA,,,individual
C336488,Azeez Sammer ibn Hasaan,1981-06-05,SA,,,individual
C791694,Ferreira Victoria J.,1974,CA,,,individual
C926330,Feng Aviation Sociedad Anonima,,YE,,,entity
C463429,Paresah Karemmi,1987-05-18,AF,,,individual
C796439,Boris Kravtchenko,1968-06,BY,,,individual
C641698,M/T Desert Rose,,LR,,,vessel
C734421,"Pavlova, Yelena",1993-11-24,UA,,,individual
C913504,The Zhou Holdings Inc,,LB,,,entity
C764148,M/V Delta Queen III,,LR,,,vessel
C225176,Said Ghassimmi,,IR,,,individual
C195003,Mariam Al Attaar,1984-10-13,UA,,,individual
C681776,"Canaane, Hasane",1981,SA,,,individual
C351518,"Wang Import Export, GmbH",,JO,,,entity
C745021,Tolya,,US,,,individual
C304178,Susan A. Rodrigues,1977-01-03,AU,,,individual
C607143,"Al-Bahr Agro, Company",,RU,,,entity
C223781,Emerald Bay Technologies,,LB,,,entity
C480286,Salmen Muhammad,1967-12-17,JO,,,individual
C116254,Baltic Swan Star Express,,LR,,,vessel
C933271,Faysal Al Hashimmi,1968-12-21,LB,,,individual
C613288,"Moussavie, Zahrah",1966-03-01,AF,,,individual
C999667,Faissal Al Masrie,1980-06-09,IQ,,,individual
C911174,Grigory Ivanov,1961-07-23,RU,,,individual
C136933,Vessel Green Meadow,,KM,imo,IMO9064419,vessel
C575715,Igor Kowalenko,1973-05-20,MX,,,individual
C325061,Hammid Hoseini,1990-05-12,IR,,,individual
C948342,Hasaan Sallih,,LB,,,individual
C916877,Nabeel al-Atar,1973-08-26,JO,,,individual
C860169,Walleed Schaheen,1960-09,SA,,,individual
C547533,Baschar Qassim,,SY,,,individual
C910084,Ziade Zaydi,1996-05-06,IQ,passport,IQ40221352,individual
C710690,Abdoolah el-Douri,1955,SA,,,individual
C910862,Mehdi Hosaini,1953-01-01,AF,,,individual
C890589,Behrouz Rezaai,1995,IR,,,individual
C339741,Yang Textiles FZE,,UA,,,entity
C833602,Patricia J. Schroder,,AU,,,individual
C759173,"Petrov, Alexandr",1993-07-13,UA,,,individual
C791686,Omar AtTikrity,1992-01-14,SY,,,individual
C499348,"Rodríguez, Rebecca J.",1992-09-22,DE,,,individual
C290967,Katherine Peterson,1998-03-01,DE,passport,DE80875845,individual
C107674,Pacific Glory Alpha,,MH,imo,IMO9476698,vessel
C994645,Baltic Technologies Limited,,YE,,,entity
C356246,MV Sea Lion Star,,CM,,,vessel
C949142,Vyacheslav Smirnov,,BY,,,individual
C407967,James J. Rodriguez,1997,FR,,,individual
C826552,Zainab Al Dourie,1980-08-01,SA,,,individual
C347917,Jenny Andersson,1995-06-27,EG,,,individual
C553946,Fatimah Khoury,1995-04-12,YE,,,individual
C713881,Henry Nguyễn,1993-09,AU,,,individual
C258248,Nataliya Kouznetzova,1985,UA,,,individual
C118196,Zagros Logistics Co.,,KZ,,,entity
C223429,"Tsoiy, Elizaveta Sergeyevna",1977,UA,,,individual
C464898,"Cai Construction, Limited",,AU,,,entity
C148070,Tabrezi Rezah,,IR,,,individual
C127657,Golnaz Ebrahemi,1983-01-18,IR,,,individual
C211010,"Kovalenko, Vyatcheslaff",1991-10-15,UA,,,individual
C972264,Frederick M. Dubois,1972,US,,,individual
C813776,Lailah Baghiri,1984-09-18,AF,,,individual
C326259,Damavand Electronics Group,,RU,registration,REG-428226,entity
C192559,Golnaze Rahmani,1988-06-20,IR,,,individual
C592416,Houda as-Sayede,1959-06-18,LB,,,individual
C957384,Roman Alekseewich Zwetkow,1962-05-10,RU,,,individual
C176991,Parvez Salihi,1958-10-14,IR,,,individual
C392100,Natalya Sergueyevna Kozloffa,1957-10-11,KZ,,,individual
C670120,Hussein ibn Bachare el-Khateebe,1965-11-26,EG,,,individual
C705024,Mohsin Salihi,,IR,,,individual
C421165,"Kanaen, Khadegah ben Faysal",1975-09-13,SA,,,individual
C401168,دلال صالح,1986-02-17,JO,,,individual
C102184,Zhao Freight Inc,,DE,,,entity
C309837,Abdullah AlDourie,1952-09-16,SA,passport,SA86140255,individual
C633783,Li Energy Ltd.,,MX,,,entity
C112829,Falcon Maritime Ltd.,,KZ,,,entity
C294845,Bijen Yazdani,,AF,,,individual
C235493,Alexeij Michailovich Belousow,,UA,,,individual
C111549,Timur Tschernov,1996-10-18,BY,,,individual
C233477,Song Engineering Corp.,,AE,,,entity
C172580,Talal Jabouri,1966-12-25,EG,,,individual
C147359,Mohsin Sadighi,1956-12-24,IR,,,individual
C872408,As-Sayid Jammal,1994-03-19,IQ,,,individual
C147444,Maryam Zammani,1970-08-28,IR,passport,IR61057506,individual
C533166,Kamchatka Investments Group,,MX,registration,REG-370690,entity
C437438,Siavash Mousavi,,AF,,,individual
C460810,Volga Minerals Ltd.,,BR,,,entity
C355617,Richard van den Berg,1998-05-28,AU,,,individual
C511800,Masoud Mousavi,1962-02-05,AF,,,individual
C198110,Shahram Hosaini,1964-12-03,IR,,,individual
C443670,Konstantin Morozov,1953-07-10,UA,,,individual
C430817,Ivan Morozov,,RU,passport,RU53049958,individual
C888070,"Makarov, Ivan",,KZ,,,individual
C670713,Parvez Esfahani,,AF,,,individual
C467561,"Al-Hijaz Logistics, Company",,GB,,,entity
C100467,Fatemma Zaydi,,LB,,,individual
C505882,Marina Tsvetkova,,KZ,,,individual
C744378,Phoenix Logistics GmbH,,BR,,,entity
C288858,"Popov, Vladimir",1954-04-12,KZ,,,individual
C218428,Kavih Tehrani,1969-10-28,AF,,,individual
C717414,Zahrah Rahimie,1982-12-26,AF,,,individual
C820531,Ahmede Canaene,1981-12-15,JO,,,individual
C645480,Mehdie Rostammie,1957-08-12,AF,,,individual
C505611,M/V Sea Breeze V,,CM,,,vessel
C399552,Mahsa Tabrezi,1978-06,IR,,,individual
C784397,Dariushe Mohamadi,1988-09-07,IR,,,individual
C921684,Chuck A. Novak,2000-01-08,FR,,,individual
C553999,Hamza Qassem,1982,JO,,,individual
C199124,مريم بن سامي كنعان,2000-07-02,BY,,,individual
C990923,"Nikolaewa, Nataliya",,UA,,,individual
C515402,Vladimir Kuznetsov,1963,RU,,,individual
C740208,Marya Petrovna Zhukova,,RU,,,individual
C871037,Francisco A. Andersson,1957-11-02,BR,,,individual
C806954,Golden Anchor,,LR,,,vessel
C261267,Hussain b. Bashar Al-Khateeb,,EG,,,individual
C445035,Ricky M. Weiss,1950,CA,passport,CA68342357,individual
C730993,Daniel M. Vanderberg,1968-11,CA,,,individual
C674096,Onyx Engineering Joint Stock Company,,GB,,,entity
C598003,Timur Schewchenko,1980-02-27,KZ,,,individual
C514325,Svetlana Shtcherbakova,1972-07-28,KZ,,,individual
C126468,Taha,1990-03-22,JO,passport,JO73224496,individual
C715289,Laila Zammani,1974-08-18,AF,,,individual
C375156,Iwan Alexeevich Shukow,1976-09-15,BY,,,individual
C432053,Amber Industries Ltd.,,LB,,,entity
C664130,Dallal Kasim,1990-11-12,SA,,,individual
C644953,Shahram Salihi,,AF,,,individual
C401191,Siavash Baghiri,1961-02-19,IR,,,individual
C778305,Muhamed El Nagar,1996,EG,,,individual
C611162,Khaled Bakr,,AE,,,individual
C543942,Yaser Barakat,,KZ,,,individual
C624576,el-Ameene Rami,1994-05-25,JO,,,individual
C796777,Lyudmila Shishkina,,RU,,,individual
C423586,Hosseine Hossaini,,AF,passport,AF95145184,individual
C356646,Hanen Ghanim,,JO,,,individual
C812253,Steven M. García,1952-02-23,MX,,,individual
C652283,Kamren Kareemi,,IR,,,individual
C932866,M/T Lady Fortune Star,,MH,,,vessel
C867363,Mouhammade ibn Hamzah Khourye,,EG,,,individual
C479574,Dschaved Moradi,1999-10-09,IR,,,individual
C111938,Bashar ibn Anwar az-Zahrani,1977-01,AE,,,individual
C988152,Zied Barakat,1984-07-22,IQ,,,individual
C989370,Cavehe Rezaai,,IR,,,individual
C186878,Tatiana Andreeva,1999-02-20,UA,,,individual
C309571,Mustafa Sulten,1998-05-24,IQ,,,individual
C213917,Oxana Semjonova,,RU,,,individual
C403973,"Stepanova, Mariya",1994-07-14,KZ,,,individual
C895978,Jade Dragon & Partners,,AU,registration,REG-271038,entity
C798824,MT Baltic Swan II,,IR,,,vessel
C814511,Ehsen Zammani,1964-04-24,AF,,,individual
C566608,Hussain Qaseem,,SY,,,individual
C865100,Darouish Ali,,EG,,,individual
C951748,Pacific Rim Holdings Inc,,YE,,,entity
C997340,Muhamed an-Najar,1953-05-14,JO,,,individual
C908096,Tatiana Kozloffa,1979-05-10,BY,,,individual
C232947,Katherine M. Dubois,1952-06-11,DE,,,individual
C313719,FENG TEXTILES Corp.,,IQ,,,entity
C137266,The Amber Chemicals Co,,KZ,,,entity
C517510,Marya Zaitseva,2000-07-08,RU,,,individual
C567057,Alexeiy Chaikovsky,1979-03-01,BY,,,individual
C754228,Baschar Hamden,1952-08-23,LB,,,individual
C691229,Shahram Rahmani,,IR,,,individual
C732622,"Yazdanie, Dariush",1952-10-15,AF,,,individual
C721117,Amber Holdings Limited,,RU,,,entity
C685818,William Dubois,1980-10-28,MX,,,individual
C158266,Hormuz Pride Alpha,,MH,imo,IMO9247372,vessel
C174651,At-Tikreeti Abd al-Azez,1988-08-06,AE,,,individual
C671334,"Salmen, Sameer b. Ahmed",1971-04-26,FR,,,individual
C754744,Swetlana Schtscherbakova,1975,KZ,,,individual
C969696,Tatiana Chichkina,,UA,,,individual
C264905,Omar Zaydi,,EG,,,individual
C612457,Javed Mousavi,1955-03-07,IR,,,individual
C590613,Anwar Hamden,1976-07-02,LB,,,individual
C959101,Guo Electronics Sociedad Anonima,,AU,,,entity
C441836,Ehsen Farahani,1964-04-24,AF,,,individual
C314136,Fateemmah Shahen,1971-05-27,SY,,,individual
C731408,Katie J. Peterson,,MX,,,individual
C630870,Unnamed hull,,MH,imo,IMO9584910,vessel
C383827,Abdolah Salmen,,YE,,,individual
C284993,Bashar Amen,1955-12-06,YE,,,individual
C607588,Silk Road Minerals Limited,,BR,,,entity
C643718,Boris Jakovlev,1952-11-14,UA,,,individual
C988551,Susan Meyer,1985-08-28,AU,,,individual
C180104,Michael M. Bianci,1958-04-16,DE,,,individual
C348528,Ruslan Petrov,1990,RU,,,individual
C340949,Khaled Yassen,1986-01-03,IQ,,,individual
C393989,Adnen AtTikreti,1970,SA,,,individual
C714541,"Zhukova, Galina",1983-04-05,UA,passport,UA56084597,individual
C694422,Vessel Arctic Dawn,,MH,imo,IMO9174497,vessel
C915854,Al-Hijaz & Partners,,LB,registration,REG-597569,entity
C770521,Iron Duke IV Trader,,MH,,,vessel
C681609,Ivan Jukoff,1960-04-19,UA,,,individual
C901494,Frederick Schmidt,1970-08-03,CA,,,individual
C500055,Catherine J. Weiß,1980-12-20,AU,,,individual
C722657,Elizaveta Kovalenko,1987,UA,,,individual
C717336,Zied ben Mustafah Mansour,2000-09-18,YE,,,individual
C867231,Cai Logistics Company,,US,,,entity
C668159,"Summit Engineering, Corp.",,CA,,,entity
C970066,Zied AlHashimmie,1994,SY,,,individual
C225049,Zamzam & Partners,,GB,registration,REG-536532,entity
C781653,Charles A. Larson,1958-03,BR,,,individual
C575164,Andromeda,,PA,,,vessel
C731273,Igor Nikolaevich Sokolov,,UA,,,individual
C530329,Albatross One Express,,KM,,,vessel
C839260,Jamie M. Fischer,1963-06-15,CA,passport,CA22673979,individual
C545576,Salmah bin Yussof Salmen,1973-01,SY,,,individual
C715357,Frederick A. Dubois,1984-05-08,DE,,,individual
C590755,Masoud Baghiri,,IR,,,individual
C927585,Ahmade ibn Moustafah Sallih,1981,EG,,,individual
C581307,Hamden Abdul Rahmen,1998-06-20,LB,,,individual
C257364,Hanen Al Atar,1982-10-16,LB,passport,LB66331160,individual
C778933,بلال بن محمود الجبوري,1973,YE,,,individual
C464758,Janna Novikoffa,1999-05-19,UA,,,individual
C337699,Lyudmila Yashina,1997-08-01,UA,,,individual
C975617,Mikey A. MacDonald,1963-08,MX,,,individual
C138531,Salmen Jammal,,JO,,,individual
C475006,Hanene Hakemme,,EG,,,individual
C608151,Olga Nikolaevna Semenova,1963-02-11,UA,,,individual
C958708,"Ahmadi, Zahrah",,AF,,,individual
C131366,Onyx Holdings Corporation,,YE,,,entity
C320620,Anthony García,1959-08-22,MX,,,individual
C854543,Timur Popov,1971-06-21,KZ,,,individual
C615912,Behrouz Sallihi,1954,AF,,,individual
C908707,Farhed Kermani,1976-11-02,IR,,,individual
C680100,Waled Baracate,,IQ,,,individual
C512054,"Kravtchenko, Rouslan Alexeevich",1999-08-19,KZ,,,individual
C892518,Hosain Esfahani,1960,IR,,,individual
C959242,Patricia Müller,1982-01-10,DE,,,individual
C632407,"Tahah, Khalid",1951,AE,,,individual
C564303,"Ebrahemmi, Zahra",,IR,,,individual
C188424,Fiodor Semionov,1964-09-27,KZ,,,individual
C156978,"Kovalenko, Stanislaff",2000,KZ,,,individual
C666876,MT Storm Petrel II,,RU,,,vessel
C788791,Fatemmeh Hashimi,1986-03-20,IR,,,individual
C333865,Kamaal Khoury,1966,LB,,,individual
C143271,Phoenix & Partners,,AF,registration,REG-253157,entity
C274443,Du Logistics,,BR,,,entity
C194710,Mesopotamia Electronics Free Zone Establishment,,SA,,,entity
C218084,AL-BAHR MINERALS Inc.,,RU,,,entity
C265995,Olga Smirnova,1980-12-05,RU,,,individual
C572502,M/T Marlin II,,LR,,,vessel
C277054,Hanen Nasir,1962-09-08,SA,,,individual
C731528,Sinai Chemicals Ltd,,SY,,,entity
C667865,"Hadad, Sallim ben Saed",,SA,,,individual
C720375,Azeez Mahmoud,,IQ,,,individual
C291935,Freddie A. Lindqvist,1994-09-18,GB,,,individual
C684980,MT Pacific Glory IV,,KM,,,vessel
C145157,García Andrew A.,1967-04-08,GB,,,individual
C552768,Yasir Hamden,1993-06-01,YE,,,individual
C684079,Oleg Chaikovsky,1993-02-19,RU,,,individual
C338798,Waled Farsi,1994-12-09,EG,,,individual
C171045,Abdul Karem Awaad,1961-01-27,EG,,,individual
C719200,Amen Ameenah El,1967-02-14,YE,passport,YE33456482,individual
C268833,Masri Saed,1976-07-03,AE,,,individual
C225458,Nicholas Sorensen,1952-05-21,BR,,,individual
C373628,Artiom Vladimirovitch Fedoroff,1969-08-24,BY,,,individual
C858470,Siavash Tabrezi,1963-12-19,IR,,,individual
C642805,Pacific Rim Industries FZ-LLC,,MX,,,entity
C223053,Katherine J. Olson,1998-05-05,GB,,,individual
C345676,Desert Rose,,CM,imo,IMO9385945,vessel
C941832,"Shcherbakova, Kseniya Mikhailovna",1987-11-24,BY,,,individual
C427445,Joseph O'Brien,1960-04-11,CA,,,individual
C902586,Nizar Kanaen,,IQ,,,individual
C359046,Gennady Fedorov,1990-10-20,RU,,,individual
C740968,Robert García,,BR,,,individual
C490092,"Volkov, Stanislav Ivanovich",1975-08,RU,,,individual
C808919,Schanna Semionowa,1954-10-27,BY,,,individual
C912885,M/T Albatross IV,,CM,,,vessel
C198340,Hishame Zaydi,1989-11-20,SY,,,individual
