record_id,full_name,dob,nationality,id_type,id_number,type
C170649,Nadeshda Petrowna Schevchenko,1973-05-23,KZ,,,individual
C735546,Lam Chieh-Hai,1982-04-21,CN,,,individual
C377582,Jun-Lei Qian,1970-08-14,HK,,,individual
C352195,Alexandr Petrow,1953-01-28,KZ,,,individual
C706835,Golden Anchor IV Express,,CY,,,vessel
C910847,Ibrahem b. Anwar as-Sayid,,EG,,,individual
C465714,Saba Saed ben Anwar,1976-04-12,GE,,,individual
C698134,Layla At-Tikreeti,1953-09,SA,,,individual
C372174,Sea Lion II Trader,,PA,,,vessel
C965845,Arash Hashimmi,1962-03-08,TJ,,,individual
C752099,Tigris & Partners,,MX,registration,REG-368502,entity
C999948,Mohsin Rahemmi,1967-02-12,TJ,,,individual
C362612,Irina Morozova,1950-08-04,BY,,,individual
C523458,Faysal ibn Muhamed Zaydi,1964,MA,,,individual
C753489,"Yazdani, Omed",1991-09-27,GE,,,individual
C693882,Kamran Tehranie,1996-05-10,GE,,,individual
C566671,Marina Mikhailowna Sziszkina,1997-01-08,KZ,,,individual
C408715,Yekaterina Tchtcherbakova,,UA,,,individual
C142256,M/V Sun Dancer,,CY,,,vessel
C325987,Andreiy Makarov,,UA,,,individual
C569165,Saaid Baghiri,1972,GE,,,individual
C578462,Babak Sadighi,,GE,,,individual
C492836,Chao Mei,1992-03-13,HK,,,individual
C807810,Reza Tabrezi,,TJ,document,TJ73200258,individual
C781517,al-Shamsi,1971-09-25,AE,document,AE19250968,individual
C487920,Abu Nour,,GB,,,individual
C751172,Stanislav Vladimirovich Chernov,,UA,document,UA92209419,individual
C937803,Lu Mingjung,1955-11-16,HK,,,individual
C957706,Wladimir Kiseliow,,BY,,,individual
C434515,Mikhail Shevchenko,1977,UA,,,individual
C113614,Abdulrahmen ben Kamal ElShamsi,,JO,,,individual
C552869,Ma,,HK,document,HK47108662,individual
C864025,"Kuznetzova, Oxana Vladimirovna",1993-02-05,UA,,,individual
C701536,"Iakovleffa, Anastasiya",,KZ,document,KZ89868636,individual
C457821,Zagros Petroleum,,SG,,,entity
C582729,Omeed Mahmoudy,1993-09-08,GE,,,individual
C943758,Shen Xuejie,1954-01-27,HK,document,HK57836101,individual
C942846,Tareeq Khoury,1965-12-18,SA,,,individual
C888332,Paressa Moradi,1982-04-14,GE,,,individual
C429651,"Fedorov, Fedor",1979-09-12,GR,,,individual
C253916,Chuan-Long Chiu,1977-12-03,TW,,,individual
C447165,Yasir Khoury,1955-03-27,KW,,,individual
C534487,Mustafa Al-Amen,,EG,,,individual
C394033,Liu Rui,1963-01-02,HK,,,individual
C753770,Mehdi Baghiri,1992,TJ,,,individual
C345443,Camren Mahmoudi,1998-02-11,GE,,,individual
C611870,Theodore Olsen,1952-11-08,MX,,,individual
C308956,GOLDEN HARVEST AGRO Inc.,,AU,,,entity
C107896,Mansoure Hudahe ibn Khaleede,1967-12-12,LB,,,individual
C698981,Igor Kovalenko,1983-05-16,UA,,,individual
C832295,Mehdi Tehrani,2000-07-16,TJ,,,individual
C750715,Mariame El Khateebe,2000-06-14,AE,,,individual
C867943,M/T Baltic Swan III,,MT,,,vessel
C527036,Jing Kai He,1999-01-22,TW,,,individual
C337231,Mahmoud Sadala,1956-06,LB,,,individual
C532805,Xiang Rong Zhang,,CN,,,individual
C311571,Said Rahmani,1959-07-16,TJ,,,individual
C862992,Wen Lam,1959-04-13,SG,,,individual
C240489,"Shevchenko, Valery",1978,BY,,,individual
C319821,Babs Sørensen,1978-09-24,AU,,,individual
C607791,The Zagros Logistics Limited,,SA,,,entity
C571186,Mohsin Ahmady,1989-06-10,GE,,,individual
C722618,John Novak,,BR,,,individual
C467156,Kamren Moussavi,1958-02-06,TJ,,,individual
C466356,Zenith Pharma Co.,,BR,,,entity
C325239,Sheren Esfahani,1961,GE,,,individual
C689792,Jack Larsen,1993-07-16,GB,,,individual
C217290,Alexandr Zakharov,1980-07-07,FR,,,individual
C553013,TIGRIS LOGISTICS Public Joint Stock Company,,TW,,,entity
C742153,Cui Hua-Xin,1964-01-25,HK,,,individual
C108512,"Moradi, Sheereene",1987-06-13,TJ,,,individual
C841146,Siavash Mahmoudi,1996-12-06,GE,,,individual
C177911,De-De Liu,,HK,,,individual
C425838,Farhed Akbari,1988-03-13,TJ,,,individual
C798734,Sherazi Dariush,,TJ,,,individual
C450429,Harry M. Nguyễn,1980-01,US,,,individual
C742311,Elizabeth Mayer,,AU,,,individual
C557189,Phoenix Holdings SA,,BR,,,entity
C759862,Jammal ben Waled Mansour,1986-11-15,SA,,,individual
C960950,Nilloufar Kermani,,GE,,,individual
C425816,Moradi Mehdi,1993-04-05,GE,,,individual
C296651,Layla Azeez,1994-06-02,LB,,,individual
C107063,"Schröder, Francisco M.",1994-06-19,AU,,,individual
C149504,Denis Iwanow,1981-03-02,GR,,,individual
C366859,Mahsa Esfahani,1975-03-15,TJ,,,individual
C300938,Hassan Mahdi,1957-01-08,AE,,,individual
C443318,Lau Hai-Hsin,1958-07-17,CN,,,individual
C895056,Yong Ning Tai,1970-03-25,TW,,,individual
C653146,Kwok Hsiao-Hai,1969,HK,,,individual
C187593,Iwan Pawlow,1975-07-13,KZ,,,individual
C548087,Al-Hijaz International,,BY,registration,REG-641187,entity
C248176,Andrey Stepanoff,,KZ,document,KZ82873947,individual
C873332,Bianchi José,1971-05-17,CA,,,individual
C639085,Baltic Maritime Public Joint Stock Company,,JO,,,entity
C118512,Farahani Kamren,1951-04,TJ,,,individual
C307282,Caspian Moon II Trader,,GR,,,vessel
C597299,Vladimir Yashin,1982-08-10,UA,,,individual
C437774,Golden Harvest Maritime Co,,TN,,,entity
C721266,Eastern Star Energy L.L.C.,,EG,,,entity
C100161,Nile Valley Electronics GmbH,,SA,,,entity
C808213,Morozov,1957-12-22,FR,document,KZ39787937,individual
C738850,Hosain Mohamadi,1983-06-19,GE,,,individual
C328227,Hui Tsuei,,TW,,,individual
C780656,Lyudmila Pavlova,1989,UA,,,individual
C328919,Pan Hsia Chiang,1958,HK,,,individual
C877987,Hwang Yu-Hua,1991-06-28,HK,,,individual
C101918,al-Shamsi Bashar,1994,AE,,,individual
C535796,Anastasja Coiy,1958-11-06,KZ,,,individual
C908293,Roman Vladimirovich Zhukov,1959-06-10,GR,,,individual
C812650,DAMAVAND LOGISTICS Corp,,EG,,,entity
C739927,Fahde Khourye,1997-12-21,JO,,,individual
C420004,Valery Sergueyevich Kozloff,1984-02-17,GR,,,individual
C774289,"Tsvetkov, Maxim Alexandrovich",1963-10-28,UA,,,individual
C816839,Esfahanie Omeed,,GE,,,individual
C595873,Dmitry Tsvetkov,1971-05-13,UA,,,individual
C823499,TITAN INVESTMENTS FZE,,DE,,,entity
C431683,Valery Tsoiy,1974-11-01,GR,,,individual
C722443,Kowalsky Richard,1987-03-12,BR,,,individual
C618611,Thomas Larsen,1983-02-05,AU,,,individual
C441547,Xiang-Ming Cai,,HK,,,individual
C334982,Arasch Ebrahemi,1961,GE,,,individual
C831253,Ameenah Mansour,1995-03-24,AE,,,individual
C522608,Lingna Hsu,1972-10-08,SG,,,individual
C608417,Yeh Jungchun,1971,SG,,,individual
C335368,Xiang Long Li,1992-06-05,SG,,,individual
C848802,Andersson Matt A.,,BR,,,individual
C235892,William J. Rodríguez,1992-01-13,MX,,,individual
C577908,Viktor Tkachenko,1956-07-03,UA,,,individual
C875116,Dalal At-Tikreti,1976-01-18,SA,,,individual
C763684,Samerah Bakr,,MA,,,individual
C239917,Rezah Tabrezi,,TW,,,individual
C575801,"Tkachenko, Andreiy",1986-03-03,GR,,,individual
C872929,Tony J. Sørensen,1984-07-24,FR,,,individual
C759917,Frank A. de la Cruz,1988-05-19,CA,,,individual
C303760,"Lebedeva, Oxana",1959-07-17,KZ,,,individual
C282525,Ibraheem ElZahrani,,SA,,,individual
C787087,Peter M. Smith Jones,1989-01-11,US,,,individual
C445142,Zied Al Douri,,LB,,,individual
C922911,Mariya Petrovna Tsoy,1999-09-05,KZ,,,individual
C709663,Hank J. Hernandez,1952-04-08,DE,,,individual
C917239,Andrey Tkachenko,1992-08-28,GR,,,individual
C400328,Svetlana Kiseleva,,BR,,,individual
C380172,Maggie A. Bianci,1958-02-14,MX,,,individual
C889836,Ed Delacruz,1980-07-12,AU,,,individual
C354281,M/V Red Falcon V,,GR,,,vessel
C319012,Tsuei Kang Kuo,1957-05-21,CN,,,individual
C189649,Rongzhi Du,1977,TW,,,individual
C973418,Timur Smirnow,1975-07-04,GR,,,individual
C279833,Ali ar-Rashed,1953-08-02,SA,document,SA36721165,individual
C300275,Susan J. Mac Donald,1974-09-11,MX,,,individual
C551344,"Nowikowa, Nataliya",1986-08-14,GR,document,GR82074118,individual
C825275,"Semenova, Kseniya Ivanovna",1974-12-25,KZ,,,individual
C421793,"Fisher, Katherine A.",1991-04-12,BR,,,individual
C551873,Semen Kravchenko,,GR,,,individual
C942518,Kseniya Kiseleva,1975-07-27,BY,,,individual
C178789,Samuel M. Müller,,GB,,,individual
C546103,Golnaz Ahmadi,1951-09-07,GE,,,individual
C527548,Anwar Bakr,,KW,document,KW76438532,individual
C203642,Fatimih Nazari,1986-06-19,TJ,,,individual
C557440,Ismayl ElMasri,1967-06-08,MA,,,individual
C634030,Kamren Jafari,1989-09,GE,,,individual
C246674,Ting Hsiang Tsai,1993-03-06,TW,,,individual
C730822,Людмила Петровна Бондаренко,,UA,,,individual
C878901,Mahsah Rezaai,1964-10-25,TJ,,,individual
C415591,Khoury Muhammed,1981-08-07,TN,,,individual
C623182,Djavade Yazdani,,GE,,,individual
C770975,Al-Hijaz Steel LLC,,KZ,,,entity
C995958,Vladimir Kozlov,1987-06-17,KZ,,,individual
C843984,Hisham ArRashed,1994-12-10,MA,,,individual
C888633,Dong-Fang Sun,1958-10-02,TW,,,individual
C241090,Vladimir Kravchenko,1991,BY,,,individual
C863570,فهد المصري,,JO,,,individual
C688469,Anna Nikolaevna Sokolova,1978-05-05,BY,,,individual
C999192,Ehsaan Hashimi,1975-12-01,TJ,,,individual
C978313,The Kamchatka Petroleum Co.,,KW,,,entity
C623219,Khoury Salma ibn Nizar,1987-02-04,JO,,,individual
C834966,Baltic Steel Ltd,,EG,,,entity
C776270,Baltic Investments Co,,HK,,,entity
C220208,Sun Zhong-Zhong,1976-06-12,TW,,,individual
C430701,"Nikolaeva, Valentina",2000-07-06,UA,document,UA60346528,individual
C633642,Theo M. Mueller,1993-11-14,FR,,,individual
C205157,"Lebedeff, Vasily",,BY,,,individual
C100924,MV Caspian Moon Star,,PA,imo,IMO9941864,vessel
C986972,Yulya Bykowa,1963,GB,,,individual
C991118,Yong Guo Zhou,,SG,document,SG20433233,individual
C555988,Sallem Yasen,1969,TN,,,individual
C392501,"el-Amine, Omare",1959-03-11,FR,,,individual
C686704,Hicham El Chamsi,1993-11-02,AE,,,individual
C290752,"Fernandez, Sue",1953,CA,,,individual
C704717,Wen-Hsueh Tsui,,HK,,,individual
C642860,Fatemeh Baghiri,1991-08-16,TJ,,,individual
C181599,Saed AlAmen,1954-07-18,KW,,,individual
C801781,Thomas Schröder,1967-11-19,FR,,,individual
C864990,Andy M. Hernández,1985-07-09,AU,,,individual
C137310,Yuan Hua,1979-10,HK,,,individual
C413947,Ehsen Tehrani,,GE,,,individual
C865564,Maryam Yazdani,1972-04-25,GE,,,individual
C561379,Ed A. Mayer,,GB,,,individual
C127797,"Shahen, Khalleed",,JO,,,individual
C174747,Masoud Esfahani,,GE,,,individual
C741063,Jian Cheung,1997-07-22,TW,,,individual
C362134,Al-Atar Abdollah,1992-01-12,TN,document,TN56559219,individual
C716641,"Al-Farsi, Zaynab",1958-10-25,KW,,,individual
C495270,Hanen Tahaa,,EG,,,individual
C932599,Kaseem Omar,1974-03-25,KW,,,individual
C375913,"Ebrahemi, Rezah",1955-01-11,TJ,,,individual
C186435,Abu Nour,,GB,,,individual
C589149,Lan Lau,1985,SG,,,individual
C213595,Adnen an-Nagar,1973-10-16,SA,,,individual
C908464,"Nasir, Karem",2000-09-07,AE,,,individual
C310632,Popov Nikolaiy,1972,BY,,,individual
C794695,MT Nordic Star IV,,MH,,,vessel
C544830,Ameena bin Hamzah Ghanim,1982-12-15,SA,,,individual
C606347,Phoenix Maritime G.m.b.H.,,UA,,,entity
C819357,Samerah bin Hichame Hamdane,1981-01-18,AE,,,individual
C703094,Anastasiya Nikolaevna Makarova,1994-10-26,GR,,,individual
C975335,Laylah El-Sayid,1960-11-05,MA,,,individual
C674554,Emerald Bay Import Export Corporation,,KZ,,,entity
C828283,Jing Xin Chen,,CN,document,CN14175406,individual
C686039,"Johansen, Steven A.",1974-03-28,BR,,,individual
C652788,"Stepanov, Alexandr",1951-09-06,BY,,,individual
C162530,Vasily Alekseevitch Kovalenko,1974-09-14,UA,,,individual
C637506,Frederick Hernández,1969-08,FR,,,individual
C839826,"Zammani, Omeed",1985-06-28,TJ,,,individual
C843096,Edward M. Sørensen,1966-11-06,CA,,,individual
C843907,Ibrahem Al-Masri,1988-03-09,TN,,,individual
C204884,Artem Tzoy,1978,GR,,,individual
C997598,Hernández Daniel J.,1969-04-10,US,,,individual
C731478,Zahrah Farahani,1971-07-27,TJ,,,individual
C141736,Richard J. Larsen,1984-04,DE,,,individual
C156923,"Rahemmi, Mohsin",1970-10-05,TJ,,,individual
C393211,Mustafah ibn Ahmed Sulten,1975-03-14,JO,,,individual
C600434,Barbara M. Schmidt,1994-05-07,AU,,,individual
C852636,Nour ArRasheed,1977,MA,,,individual
C935308,Jiang Longyun,1954,HK,,,individual
C705728,Lu Yong Bao,1961-07-05,TW,,,individual
C406826,Amber Textiles AO,,BR,,,entity
C452942,Yu-Hai Suen,1970-02-14,HK,,,individual
C254372,Chih-Na Chiu,1950-09-27,SG,,,individual
C199445,AMBER ROAD,,MX,registration,REG-410192,entity
C548963,Donald Frank A. Mac,1985-10-05,AU,,,individual
C462261,Fahd Jabouri,1960-03-14,LB,,,individual
C165991,Valery Nikolaevich Fedorov,1969-03-13,KZ,,,individual
C818213,Qi Xue Zhou,1972,CN,,,individual
C302963,Kseniya Petrovna Zhukova,1956-04-06,CA,,,individual
C201943,"Olsen, Andrew",1993-11-03,MX,,,individual
C378039,Alexandr Tsvetkov,1975-09-13,BY,,,individual
C779045,al-Sayid Salma,1978-04,JO,,,individual
C306485,Dong Wu,,SG,,,individual
C220014,Charles Fernandes,1955-02-01,MX,,,individual
C256390,The Caspian Shipping G.m.b.H.,,GR,,,entity
C186002,Susan Nguyen,1974-10-19,GB,,,individual
C181197,Ahmed Sallih,1955-08-12,HK,,,individual
C818008,Evgeny Kuznetsov,2000-04-18,UA,,,individual
C416894,Omed Tehrani,,GE,,,individual
C762692,Mustafah ibn Walleed Ghanim,1998-01-06,KW,,,individual
C571474,Niloufar Hosaini,1968-09-26,GE,,,individual
C803615,"Mohamadie, Siavash",1956-07-10,TJ,,,individual
C203522,MT Star of Aden,,PA,,,vessel
C255159,Faris Sammer,,SA,,,individual
C676826,Khalleed Mahdi,1976-02-08,TN,,,individual
C871891,Yuan Jie Ming,1993,TJ,,,individual
C317675,M/V Polar Bear,,MT,,,vessel
C282183,Schahram Moradi,1991-09-11,GE,,,individual
C739965,Hisham Azez,,TN,,,individual
C195999,Evgeny Morosov,,KZ,,,individual
C125287,Alexandr Alekseevicz Kozlow,1995-01,HK,,,individual
C979584,Olga Shevchenko,1970-01-11,UA,,,individual
C947138,Hossain Sherazi,1985-07-15,GE,,,individual
C448244,"ElSayid, Hassen",,AE,,,individual
C367902,AL-BAHR INVESTMENTS FZ-LLC,,AU,,,entity
C726748,Muhamad bin Mustafaah Awed,,TN,,,individual
C484351,Chuan Ping Huang,1995-12-16,SG,,,individual
C216403,Majed ben Tarik Hadded,1994-01-16,JO,,,individual
C812369,Ching Hsu,1990-12-09,HK,,,individual
C643703,Theo J. Hernandez,1969-02-20,GB,,,individual
C293460,Wasily Cwetkow,1961-01-18,UA,,,individual
C597082,Na Zhou,1997-04-15,CN,,,individual
C234458,Falcon Logistics Free Zone Establishment,,GR,,,entity
C691201,"Tkatschenko, Stanislaw Petrovitsch",1951-01-26,UA,,,individual
C697207,Sheren Farahanie,1975-06-18,TJ,,,individual
C912451,Vessel Sea Breeze Alpha,,PA,imo,IMO9384787,vessel
C225847,Talal AnNadschdschar,1960-06-23,MA,,,individual
C907068,Daniel M. Schröder,1974,AU,,,individual
C682971,Leonid Stepanov,1980,KW,,,individual
C987433,Wen Hui Lo,1953,TW,,,individual
C185232,Yusof Sulten,,MX,,,individual
C134101,"Hashimmi, Majeed",1978-10-10,TJ,,,individual
C957566,Husein Hamden,,JO,document,JO20317621,individual
C789282,Schmidt Tori J.,1977-06-07,GB,,,individual
C322611,Lei-Hua Yang,,CN,,,individual
C151619,Tatiana Smirnowa,1990-05,KZ,,,individual
C749490,Lailah Rahmani,1985-12-14,GE,,,individual
C337235,Vicky Bianci,,BR,,,individual
C569764,ElSayid Hammid,1976-12-15,LB,,,individual
C335205,Lindquist Tommy,1970-09-22,AU,,,individual
C410479,Hamzah b. Anouare AtTikreti,1963-07-02,MA,,,individual
C323011,Walid As-Sayid,1952-03-21,LB,,,individual
C663191,Darya Kravchenko,1997,GR,,,individual
C764663,Caspian Metals SA,,AU,,,entity
C804591,Behrouz Ahmadi,1986-08-04,TJ,,,individual
C742257,Baltic Petroleum Joint Stock Company,,MX,,,entity
C662929,Sallem El Sabah,1956-12,LB,,,individual
C339443,"Mohamady, Bijen",,TJ,,,individual
C715922,Karakum Freight Limited,,TW,,,entity
C156519,Tao-Jian Li,1971-05-07,HK,,,individual
C361219,Mohsin Tehrani,1983-02-15,GE,,,individual
C687498,Ruslan Petrovich Popov,,GR,,,individual
C638878,Jun-Rong Cao,1961-11-08,HK,,,individual
C851011,Dallal Mansour,1974-01-18,JO,,,individual
C274415,Alexandr Petrovitch Tzvetkoff,2000-03-24,BY,,,individual
C685848,Mahsah Rostammi,1968-07-04,GE,,,individual
C891417,Mortizah Rahmani,1976-01-18,TJ,,,individual
C882057,Rui Peng,1995-07-22,TW,,,individual
C726771,Feng Bo Chu,1974-04-23,SG,,,individual
C233800,"Sadala, Nabel",,SA,,,individual
C749075,Siavash Salihi,1956,GE,,,individual
C505032,Ramy Mansour,1985-12,JO,,,individual
C803871,Xin-Jing Zhang,1981,SG,,,individual
C568419,Leonid Morozov,1965,KZ,,,individual
C793347,Beth J. Silva,,DE,,,individual
C404167,Roman Kusnezow,1950-05-01,UA,,,individual
C964455,Majeed Sallihi,,TJ,,,individual
C788581,پرویز صالحی,1970,TJ,,,individual
C150267,Oxana Yegorova,,UA,,,individual
C674008,Unnamed hull,,PA,imo,IMO9870538,vessel
C404472,Fung Yi,2000-04-24,SG,,,individual
C925055,Oleg Grishin,1981-10-14,KZ,,,individual
C480097,Abd Al Karem Barakat,1978,SA,,,individual
C107899,Rodrigues Steve,1954-12-15,GB,,,individual
C174997,Long Lau,1979-12-15,CN,,,individual
C304639,Dong Peng,1977,TW,,,individual
C181007,Tao-Hai Lo,1989-05-22,SG,,,individual
C899785,Nadezhda Sergeyevna Chaikovskaya,1985-03-24,KZ,,,individual
C686609,"Baghiri, Arasch",1953-09-04,TJ,,,individual
C720700,Evgeny Shevchenko,1998,GR,,,individual
C173467,Kao Fengjung,1962-02-11,HK,,,individual
C868834,Juei-Kun Yuen,,CN,,,individual
C675554,Yury Chaikovsky,1998-06-18,UA,,,individual
C895606,MT Desert Rose IV,,LR,,,vessel
C714099,Chuck OBrien,1959-09-17,US,,,individual
C398936,Jamie M. Nguyen,,US,,,individual
C108582,Atlas Group,,BY,registration,REG-590110,entity
C561294,Ivan Ivanoff,,GR,,,individual
C820780,Viktorya Yakovleva,1974-07-04,BY,,,individual
C570328,Billal El Gabouri,1980-06-26,AE,,,individual
C523174,Sheng Yan Suen,1997-05-14,TW,,,individual
C307028,Sum Na-Hai,1968-07-09,CN,,,individual
C693778,I Feng,,CN,,,individual
C666065,Igor Nikolaevitch Makaroff,,KZ,document,KZ72751953,individual
C390833,Rashed Awed,1955,AE,,,individual
C764396,Drew Kowalsky,1999-11-28,AU,,,individual
C277856,Pepe A. Fisher,1966-03-17,US,,,individual
C717016,Farhed Tabrezi,1962-04-27,TJ,,,individual
C340755,"Pamir Agro, Ltd.",,HK,,,entity
C267258,Hisham Bakr,1957-07-11,SA,,,individual
C239820,Alexandr Grishin,1977-09-14,BY,,,individual
C162973,Billal bin Abdolah at-Tikreti,1983,TN,,,individual
C247032,Pacific Rim Minerals S.A.,,DE,,,entity
C151418,The Yenisei Holdings Ltd,,TJ,,,entity
C384633,Yasir bin Nabel Al-Amen,1978-03-16,SA,,,individual
C545734,"Hashemmi, Abdul Rahmen ibn Tallal",1983-02-21,AE,,,individual
C967198,Samuel J. Lindkvist,1998-12-21,DE,,,individual
C640282,Schirin Akbari,1985-02-21,TJ,,,individual
C349398,Zainaab Sulten,,MA,,,individual
C509883,Awed Karem,1967-06-20,TN,,,individual
C499345,Olga Morozova,1977-08-04,UA,,,individual
C566952,Huang Wen-Guo,1972-11-16,SG,,,individual
C290979,Zaynab As-Saba,1952-10-24,SA,,,individual
C690148,Samuel A. Andersen,1956-08,DE,,,individual
C706797,Hsin-Ping Feng,1965-07-20,HK,,,individual
C101458,Delta Chemicals LLC,,SA,,,entity
C989473,Lefèvre Steven,1976-11-25,HK,,,individual
C915688,Nizar Faris,1999-03-14,JO,,,individual
C253700,Ahmed Al-Amen,1998-11-19,EG,,,individual
C995434,Suzy O Brien,,GB,,,individual
C693504,Wu Bao,1973-01,SG,,,individual
C682504,Zagros Metals Public Joint Stock Company,,CA,,,entity
C230349,Dariush Kermani,1979-05-21,TJ,,,individual
C421012,Nguyễn Joe,,US,,,individual
C205149,"Saleh, Sallem b. Hasen",1958-03-19,SA,,,individual
C168467,Denis Ivanovich Bondarenko,1983-01-09,UA,,,individual
C457980,Grigory Kravtchenko,1987-04,GR,,,individual
C402379,Tareegh Shahen,1979,MA,,,individual
C906015,Fatimmih Yazdani,1961-01-25,GE,,,individual
C932542,Vessel Silver Crest,,GR,imo,IMO9652602,vessel
C142358,Darwesh Khaleed ben Abdol Rahman,1991-10-17,JO,,,individual
C183926,Benjamin J. Novak,,DE,,,individual
C575629,"Sorenson, Peter A.",1987-05-23,DE,,,individual
C525256,Marina Bykowa,1963,UA,,,individual
C515459,Scheereen Hosaini,,GE,,,individual
C421889,Margaret A. Garcia,1988-09-04,GB,,,individual
C767529,Susan J. Ferreira,1968-06,CA,,,individual
C891484,"Smirnov, Andrey Alexandrovich",,UA,,,individual
C785658,Anatoly Smirnov,1958-02-11,GR,,,individual
C703088,Shahram Mousavi,1978,GE,,,individual
C893219,Steven J. Meier,,FR,,,individual
C844623,Arkady Belousov,1975,UA,document,UA67469389,individual
C460429,Sergey Yegorow,1982-03-23,BY,,,individual
C445734,"Hadded, Hussain",,JO,document,JO91020874,individual
C572764,Aminah Azeez,,AU,,,individual
C228125,Kun-Wen Song,,TW,,,individual
C637465,Atlas Petroleum,,DE,,,entity
C740118,Niloufar Hashimmi,1970-02-08,GE,,,individual
C938857,Damavand Maritime Sociedad Anonima,,JO,,,entity
C250585,Phoenix Logistics Inc.,,US,,,entity
C712252,De Bin Li,,SG,document,SG84063892,individual
C234802,"Yashina, Viktorya",,GR,,,individual
C640438,Tung Hai Wu,1952-04-09,HK,,,individual
C472277,"Smithjones, Billy M.",1978-07-01,FR,,,individual
C335169,Pawel Kiselew,1986-04-19,KZ,,,individual
C209085,"Akbari, Behrouz",1961-08-03,TJ,,,individual
C399379,Alexandr Tsoy,,GR,,,individual
C548697,Feng Ting,1974-09-13,HK,,,individual
C463645,Stephen Mayer,1993-08-16,AU,,,individual
C108033,Igor Alexeevich Bykov,1988-01-23,GR,,,individual
C406884,Yan-Kun Tsui,1950-11-13,SG,,,individual
C121881,"Stepanova, Nataliya",1950-08-08,KZ,,,individual
C883364,Jun-Rong Deng,,CN,,,individual
C518616,Lyudmila Kiseleva,1981-10-28,KZ,,,individual
C147175,Huang Shan-Chieh,,HK,,,individual
C253347,Stanislav Smirnov,1982-04-11,BY,,,individual
C651731,"Krawczenko, Wiktorya",1978-03-02,GR,,,individual
C716929,Sapphire,,PA,imo,IMO9295381,vessel
C816670,Abdel Rahmen Salmen,1996-04-08,KW,,,individual
C276558,Khalled b. Adnen ArRasheed,1961-05-09,KW,document,KW28142464,individual
C868046,Sallem ElSaba,1956-08-07,LB,,,individual
C406730,Al-Hijaz Logistics Ltd,,SG,,,entity
C580327,Mikhail Pavlov,1995-07-04,UA,,,individual
C557028,"Jaschin, Timur Alekseewich",1960-08-27,GR,,,individual
C698055,Atlas Construction S.A.,,BR,,,entity
C943620,Djavede Tehrani,2000-04-12,GE,,,individual
C712723,Arash Esfahani,1971,GE,,,individual
C174176,Ocean Pearl IV Trader,,SG,,,vessel
C794228,"Zhukov, Ivan",,BY,,,individual
C333773,Nour ElHashemmi,,KW,,,individual
C859822,"Jaboury, Mustafaa Al",1967-11,AE,,,individual
C142917,Al-Noor Holdings Free Zone Establishment,,MX,,,entity
C937409,"Yashina, Anastasya",,KZ,,,individual
C811411,Hsueh Mei Han,1953-01-07,HK,,,individual
C745658,Peter J. Nguyen,1990-05,AU,,,individual
C285800,Raniah AzZahrani,1997-08-01,MA,,,individual
C485830,Siavash Ahmadi,1963-12-01,GE,,,individual
C455922,Tallal Faris,,MA,,,individual
C395133,زينب قاسم,,TN,,,individual
C923580,Yussoof Tahah,1978-01-28,MA,,,individual
C410566,Ping Hong Chan,1963-05-03,CN,,,individual
C738810,Joe A. de la Cruz,1967-06-24,AU,,,individual
C466480,Moustafah ben Abdul Kareme Hadade,1971-06-20,JO,,,individual
C947914,"Rahemi, Babak",1980-03-05,TJ,,,individual
C687637,MT Ocean Pearl V,,LR,,,vessel
C758479,Oleg Alekseevitch Fedoroff,1959-01-21,GR,,,individual
C539732,Weiss,,FR,document,FR26479013,individual
C993795,Vasily Novikov,,UA,,,individual
C561089,Alexander A. Anderson,1987-12-20,GB,,,individual
C152014,Hisham El-Jabouri,1975,SA,,,individual
C732839,Christopher A. Nguyen,,BR,,,individual
C780996,Karakum Agro Sociedad Anonima,,CA,,,entity
C466273,Fatimah b. Marwen Salmen,1982-12-24,EG,,,individual
C842438,The Tigris Textiles GmbH,,MX,,,entity
C501885,Nicolas M. Petersen,,GB,,,individual
C476000,Yuen Mei-De,,SG,,,individual
C336224,Rammeen Hosaini,1988-02-11,TJ,,,individual
C985578,Chien Yong Mah,,TW,,,individual
C849098,Nasren Kermany,1959-02-16,TJ,,,individual
C505922,Maryam Mousavi,1950,TJ,,,individual
C143375,Grigory Lebedev,1973-09-13,UA,,,individual
C998790,Alexey Vladimirovich Pavlov,1966-04-28,KZ,,,individual
C165903,Jungmin Chao,1980-06-10,CN,,,individual
C316125,Victoria Mayer,1963,GB,,,individual
C474814,Kavih Tehrani,,GE,,,individual
C756409,Orion Import & Export FZE,,TW,,,entity
C912025,De Yan Ma,1994-03-25,CN,,,individual
C538786,Hsinning Hsu,,SG,,,individual
C958606,"Akbari, Omed",1978-05-11,TJ,,,individual
C423919,Ali Hamden,1986-08-23,KW,document,KW23921243,individual
C701134,Vessel Ocean Titan Alpha,,LR,imo,IMO9864535,vessel
C742489,Samer b. Nizar Al-Sabah,,KW,,,individual
C174199,Xiao Yan Yuan,1972-05-23,TW,,,individual
C909016,Darwesh Hudah,1982-05-07,AE,,,individual
C335110,Bidjane Caremmi,1987-09-27,GE,,,individual
C579189,Charles J. Rodríguez,1998-12-16,FR,,,individual
C460572,José J. Weis,1971-03-20,FR,,,individual
C778248,Fengyan Luo,1996-03,TW,,,individual
C106549,Hasan ben Mahmoud Qassim,1984-09-16,SA,,,individual
